hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,city
City Hotel - Jaipur,1,17,2024,January,3,17,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,30,Transient-Party,75,0,0,Canceled,44:51.6,Jaipur
City Hotel - Bhopal,1,17,2024,January,2,13,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,30,Transient-Party,75,0,0,Canceled,15:49.2,Bhopal
City Hotel - Jaipur,1,17,2024,December,49,7,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,30,Transient-Party,75,0,0,Canceled,49:27.8,Jaipur
City Hotel - Delhi,1,17,2024,March,11,13,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,30,Transient-Party,75,0,0,Canceled,57:45.0,Delhi
City Hotel - Jaipur,1,19,2024,April,17,27,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,30,Transient-Party,75,0,0,Canceled,22:27.5,Jaipur
City Hotel - Goa,1,17,2024,August,31,1,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,30,Transient-Party,75,0,0,Canceled,53:31.7,Goa
City Hotel - Indore,1,17,2024,May,20,13,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,30,Transient-Party,75,0,0,Canceled,50:58.8,Indore
City Hotel - Delhi,1,3,2024,February,5,1,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,Transient,86.4,0,0,Canceled,27:24.5,Delhi
City Hotel - Indore,1,17,2024,January,2,12,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,30,Transient-Party,75,0,0,Canceled,36:58.2,Indore
City Hotel - Goa,1,38,2024,September,36,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,28,Transient,75,0,0,Canceled,11:40.4,Goa
City Hotel - Ahmedabad,1,17,2024,July,29,19,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,30,Transient-Party,75,0,0,Canceled,22:30.3,Ahmedabad
City Hotel - Lucknow,1,44,2024,October,41,9,2,2,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,108.8,0,1,Canceled,00:18.9,Lucknow
City Hotel - Delhi,1,61,2024,March,10,9,2,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,99.03,0,0,Canceled,55:07.4,Delhi
City Hotel - Jaipur,1,21,2024,November,45,10,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,91.8,0,0,Canceled,20:54.9,Jaipur
City Hotel - Kochi,1,21,2024,October,42,14,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,100.3,0,1,Canceled,10:28.4,Kochi
City Hotel - Kochi,1,10,2024,June,23,6,2,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,74.8,0,3,Canceled,23:53.4,Kochi
City Hotel - Bangalore,1,14,2024,December,49,7,2,2,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,108.8,0,0,Canceled,41:23.0,Bangalore
City Hotel - Goa,1,11,2024,April,17,27,2,2,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,74.8,0,0,Canceled,35:01.8,Goa
City Hotel - Delhi,1,126,2024,April,18,29,2,3,2,2,0,BB,FIN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,Transient,147.9,0,0,Canceled,11:41.9,Delhi
City Hotel - Hyderabad,1,30,2024,June,25,23,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,Transient,73.37,0,1,Canceled,29:15.9,Hyderabad
City Hotel - Lucknow,1,23,2024,August,33,12,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,Transient,70.69,0,1,Canceled,54:55.0,Lucknow
City Hotel - Goa,1,61,2024,September,38,17,2,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,99.28,0,0,Canceled,40:01.0,Goa
City Hotel - Chandigarh,1,12,2024,December,51,18,2,3,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,74.8,0,1,Canceled,51:12.9,Chandigarh
City Hotel - Chandigarh,1,18,2024,August,34,25,2,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,91.8,0,0,Canceled,38:38.9,Chandigarh
City Hotel - Delhi,1,98,2024,August,32,9,2,4,2,0,0,SC,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,74.8,0,0,Canceled,47:20.6,Delhi
City Hotel - Kolkata,1,46,2024,January,1,4,2,4,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,74.8,0,2,Canceled,24:24.7,Kolkata
City Hotel - Kolkata,1,70,2024,December,52,24,2,5,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,108.07,0,3,No-Show,51:39.6,Kolkata
City Hotel - Bangalore,1,104,2024,March,13,29,4,7,1,0,0,BB,DZA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,74.8,0,1,Canceled,09:56.0,Bangalore
City Hotel - Delhi,1,74,2024,April,16,20,8,16,1,0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,74.8,0,0,Canceled,36:29.5,Delhi
City Hotel - Bangalore,1,12,2024,November,48,29,1,0,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,88,0,0,Canceled,13:37.3,Bangalore
City Hotel - Jaipur,1,79,2024,December,52,24,1,0,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,79.2,0,1,Canceled,19:04.3,Jaipur
City Hotel - Mumbai,1,18,2024,December,50,10,1,1,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,88,0,0,Canceled,54:37.9,Mumbai
City Hotel - Kochi,1,112,2024,December,50,12,1,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,93.6,0,0,Canceled,41:52.6,Kochi
City Hotel - Jaipur,1,112,2024,January,4,22,1,2,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,79.2,0,0,Canceled,21:17.8,Jaipur
City Hotel - Indore,1,15,2024,June,26,28,1,2,1,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,98,0,0,Canceled,29:59.0,Indore
City Hotel - Chandigarh,1,41,2024,August,33,15,1,2,3,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,Transient,158,0,0,Canceled,39:42.4,Chandigarh
City Hotel - Indore,1,15,2024,June,23,7,1,2,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,108,0,0,Canceled,41:05.4,Indore
City Hotel - Chandigarh,1,10,2024,March,12,21,1,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,74.8,0,0,Canceled,50:12.2,Chandigarh
City Hotel - Bangalore,1,80,2024,October,43,26,1,3,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,74.8,0,1,Canceled,47:02.0,Bangalore
City Hotel - Delhi,1,23,2024,June,25,19,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,91.8,0,1,Canceled,35:48.4,Delhi
City Hotel - Jaipur,1,56,2024,February,6,5,1,3,2,2,0,BB,BEL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,Transient,150.45,0,0,Canceled,46:08.8,Jaipur
City Hotel - Indore,1,121,2024,December,49,3,1,3,3,1,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,130.9,0,2,Canceled,22:55.2,Indore
City Hotel - Goa,1,131,2024,November,45,4,1,3,2,0,0,HB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,120.7,0,1,Canceled,25:52.2,Goa
City Hotel - Bhopal,1,80,2024,February,7,17,1,3,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,74.8,0,1,Canceled,35:11.3,Bhopal
City Hotel - Goa,1,15,2024,August,33,18,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,91.8,0,0,Canceled,37:45.1,Goa
City Hotel - Kochi,1,19,2024,May,19,6,1,3,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,22,Transient,120,0,0,Canceled,39:00.5,Kochi
City Hotel - Pune,1,76,2024,October,40,1,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,99.45,0,2,Canceled,49:07.0,Pune
City Hotel - Bhopal,1,121,2024,June,25,17,1,3,2,1,0,BB,BEL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,Transient,147.9,0,2,Canceled,25:54.9,Bhopal
City Hotel - Delhi,1,64,2024,February,6,6,1,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,Transient,116.45,0,0,Canceled,28:29.3,Delhi
City Hotel - Goa,1,69,2024,November,44,1,1,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,99.45,0,2,Canceled,51:31.1,Goa
City Hotel - Indore,1,10,2024,August,35,29,1,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,124.1,0,1,Canceled,36:44.1,Indore
City Hotel - Indore,1,13,2024,August,31,2,1,4,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,74.8,0,1,Canceled,43:24.3,Indore
City Hotel - Hyderabad,1,131,2024,November,47,20,2,5,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,105.4,0,1,Canceled,01:33.7,Hyderabad
City Hotel - Chennai,1,19,2024,April,14,1,2,5,2,0,0,SC,GNB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,74.8,0,0,Canceled,11:50.0,Chennai
City Hotel - Indore,1,131,2024,June,26,27,2,5,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,88.4,0,1,Canceled,33:01.5,Indore
City Hotel - Indore,1,199,2024,June,23,9,0,2,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,79.2,0,2,Canceled,10:43.4,Indore
City Hotel - Hyderabad,1,122,2024,July,30,23,0,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,93.6,0,2,No-Show,53:19.0,Hyderabad
City Hotel - Lucknow,1,79,2024,December,51,16,0,3,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,71.28,0,2,No-Show,02:14.9,Lucknow
City Hotel - Bangalore,1,17,2024,December,51,21,0,4,2,0,0,SC,SAU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,74.8,0,0,Canceled,05:05.9,Bangalore
City Hotel - Bangalore,1,11,2024,March,11,12,0,4,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,91.8,0,0,Canceled,02:33.7,Bangalore
City Hotel - Indore,1,15,2024,September,39,23,0,4,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,91.8,0,0,Canceled,56:56.2,Indore
City Hotel - Hyderabad,1,41,2024,August,31,3,1,5,2,0,0,BB,DZA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,100.3,0,0,Canceled,22:07.0,Hyderabad
City Hotel - Ahmedabad,1,296,2024,February,7,13,2,5,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,77.35,0,1,Canceled,22:42.8,Ahmedabad
City Hotel - Indore,1,8,2024,January,4,26,2,6,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30,Transient,60,0,0,Canceled,53:30.9,Indore
City Hotel - Bangalore,1,2,2024,February,9,26,0,1,2,0,0,SC,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,Transient,88,0,0,No-Show,40:39.9,Bangalore
City Hotel - Kolkata,1,119,2024,September,36,5,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,121,Transient,72,0,0,Canceled,38:54.1,Kolkata
City Hotel - Indore,1,23,2024,May,21,24,0,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,108,0,0,Canceled,32:07.6,Indore
City Hotel - Kochi,1,47,2024,May,20,18,0,3,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,97.2,0,0,Canceled,31:49.1,Kochi
City Hotel - Delhi,1,88,2024,February,9,29,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,97.2,0,0,Canceled,24:57.4,Delhi
City Hotel - Indore,1,47,2024,December,49,7,0,3,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,97.2,0,0,Canceled,55:30.0,Indore
City Hotel - Pune,1,9,2024,January,3,17,0,3,3,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,158,0,0,Canceled,09:16.7,Pune
City Hotel - Indore,1,47,2024,May,22,28,0,3,3,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,129.6,0,0,Canceled,19:16.5,Indore
City Hotel - Lucknow,1,20,2024,August,35,26,0,4,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,91.8,0,0,Canceled,37:06.2,Lucknow
City Hotel - Indore,1,30,2024,April,14,2,0,4,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,Transient,125.8,0,3,Canceled,00:37.3,Indore
City Hotel - Mumbai,1,1,2024,July,28,11,0,4,2,0,0,SC,NGA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,74.8,0,1,No-Show,45:53.5,Mumbai
City Hotel - Jaipur,1,1,2024,July,28,11,0,4,2,0,0,SC,NGA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,74.8,0,1,No-Show,47:39.7,Jaipur
City Hotel - Lucknow,1,14,2024,May,20,14,0,4,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,74.8,0,0,Canceled,52:04.0,Lucknow
City Hotel - Lucknow,1,12,2024,February,6,8,1,4,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,74.8,0,0,Canceled,41:30.7,Lucknow
City Hotel - Jaipur,1,227,2024,December,49,7,2,5,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,74.8,0,1,Canceled,09:34.1,Jaipur
City Hotel - Bhopal,1,7,2024,July,27,3,0,1,1,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,Transient,62.4,0,0,Canceled,34:36.3,Bhopal
City Hotel - Kolkata,1,10,2024,September,39,24,0,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,9,Transient,108,0,0,Canceled,51:21.1,Kolkata
City Hotel - Bangalore,1,10,2024,July,29,17,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,Transient,118,0,0,Canceled,52:30.5,Bangalore
City Hotel - Kochi,1,601,2024,August,34,22,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,Transient,59,0,0,Canceled,56:42.9,Kochi
City Hotel - Jaipur,1,135,2024,June,24,12,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,Transient,102.6,0,1,Canceled,05:57.2,Jaipur
City Hotel - Bhopal,1,10,2024,June,26,29,0,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,9,Transient,108,0,0,Canceled,40:38.8,Bhopal
City Hotel - Chandigarh,1,601,2024,May,19,11,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,Transient,59,0,0,Canceled,45:15.9,Chandigarh
City Hotel - Jaipur,1,601,2024,October,43,26,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,Transient,62,0,0,Canceled,29:11.9,Jaipur
City Hotel - Kolkata,1,601,2024,June,25,20,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,Transient,62,0,0,Canceled,54:08.4,Kolkata
City Hotel - Chandigarh,1,601,2024,August,35,29,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,Transient,62,0,0,Canceled,17:37.7,Chandigarh
City Hotel - Kochi,1,601,2024,July,29,15,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,Transient,62,0,0,Canceled,11:48.0,Kochi
City Hotel - Kochi,1,601,2024,June,22,1,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,Transient,62,0,0,Canceled,44:03.0,Kochi
City Hotel - Chennai,1,601,2024,September,36,8,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,Transient,62,0,0,Canceled,03:13.5,Chennai
City Hotel - Ahmedabad,1,98,2024,September,38,16,0,2,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,97.2,0,0,Canceled,15:08.9,Ahmedabad
City Hotel - Mumbai,1,601,2024,June,24,11,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,Transient,62,0,0,Canceled,50:39.6,Mumbai
City Hotel - Bangalore,1,601,2024,June,23,6,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,Transient,62,0,0,Canceled,54:42.4,Bangalore
City Hotel - Kolkata,1,212,2024,February,6,7,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,90,0,0,Canceled,27:04.8,Kolkata
City Hotel - Lucknow,1,601,2024,January,4,23,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,Transient,62,0,0,Canceled,34:05.6,Lucknow
City Hotel - Bangalore,1,601,2024,December,48,1,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,Transient,62,0,0,Canceled,00:57.3,Bangalore
City Hotel - Goa,1,9,2024,July,30,26,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,108,0,1,Canceled,53:26.8,Goa
City Hotel - Ahmedabad,1,131,2024,August,33,13,0,1,2,0,0,SC,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,79.2,0,2,Canceled,56:08.5,Ahmedabad
City Hotel - Lucknow,1,601,2024,October,43,25,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,Transient,62,0,0,Canceled,06:27.7,Lucknow
City Hotel - Chennai,1,601,2024,November,46,17,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,Transient,62,0,0,Canceled,14:08.4,Chennai
City Hotel - Pune,1,601,2024,July,28,10,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,Transient,62,0,0,Canceled,22:09.4,Pune
City Hotel - Bhopal,1,601,2024,September,37,10,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,Transient,62,0,0,Canceled,49:41.8,Bhopal
City Hotel - Indore,1,601,2024,November,48,25,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,Transient,62,0,0,Canceled,15:29.3,Indore
City Hotel - Chennai,1,98,2024,March,13,25,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,90,0,0,Canceled,13:20.6,Chennai
City Hotel - Jaipur,1,28,2024,December,52,24,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,36:49.1,Jaipur
City Hotel - Mumbai,1,28,2024,December,1,30,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,39:23.8,Mumbai
City Hotel - Chandigarh,1,28,2024,July,29,15,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,37:13.0,Chandigarh
City Hotel - Indore,1,28,2024,September,38,17,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,18:30.3,Indore
City Hotel - Pune,1,28,2024,March,13,29,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,18:44.2,Pune
City Hotel - Goa,1,28,2024,October,44,30,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,06:24.5,Goa
City Hotel - Hyderabad,1,28,2024,January,4,27,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,49:42.0,Hyderabad
City Hotel - Chandigarh,1,28,2024,June,23,3,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,55:26.3,Chandigarh
City Hotel - Indore,1,28,2024,August,32,5,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,42:48.6,Indore
City Hotel - Goa,1,28,2024,January,3,21,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,02:14.2,Goa
City Hotel - Bhopal,1,28,2024,May,19,12,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,19:26.3,Bhopal
City Hotel - Indore,1,28,2024,January,2,9,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,36:12.3,Indore
City Hotel - Mumbai,1,28,2024,March,10,10,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,06:47.2,Mumbai
City Hotel - Kochi,1,28,2024,October,41,13,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,01:56.5,Kochi
City Hotel - Jaipur,1,28,2024,June,23,6,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,43:54.4,Jaipur
City Hotel - Goa,1,289,2024,November,48,30,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,Transient,81.9,0,0,Canceled,20:23.0,Goa
City Hotel - Goa,1,285,2024,November,45,9,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,81.9,0,0,Canceled,46:28.1,Goa
City Hotel - Ahmedabad,1,28,2024,March,12,23,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,18:17.6,Ahmedabad
City Hotel - Bangalore,1,289,2024,March,13,29,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,Transient,81.9,0,0,Canceled,36:50.8,Bangalore
City Hotel - Ahmedabad,1,289,2024,December,52,24,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,81.9,0,0,Canceled,15:56.5,Ahmedabad
City Hotel - Indore,1,28,2024,March,13,25,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,18:36.4,Indore
City Hotel - Chandigarh,1,28,2024,October,40,6,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,59:54.7,Chandigarh
City Hotel - Delhi,1,28,2024,September,39,27,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,28:44.7,Delhi
City Hotel - Pune,1,28,2024,August,34,24,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,04:12.1,Pune
City Hotel - Jaipur,1,28,2024,April,14,4,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,37:55.6,Jaipur
City Hotel - Chennai,1,28,2024,June,23,5,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,27:50.5,Chennai
City Hotel - Ahmedabad,1,28,2024,August,34,20,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,40:03.8,Ahmedabad
City Hotel - Goa,1,28,2024,May,22,30,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,33:55.9,Goa
City Hotel - Bhopal,1,28,2024,March,10,9,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,38:52.5,Bhopal
City Hotel - Indore,1,289,2024,February,8,24,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,81.9,0,0,Canceled,10:48.3,Indore
City Hotel - Pune,1,28,2024,April,16,19,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,57:25.0,Pune
City Hotel - Kochi,1,28,2024,December,52,28,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,54:03.6,Kochi
